"MintATM","MINT0416",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0499",1,0,0.0000,1,1.0000,0,0,0,0,0,0,1
"MintATM","MINT0508",57,51,0.8947,6,0.1052,2,2,1,0,0,0,1
"MintATM","MINT0522",17,15,0.8823,2,0.1176,0,1,0,0,0,1,0
"MintATM","MINT0527",6,6,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0531",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0532",31,29,0.9354,2,0.0645,1,1,0,0,0,0,0
"MintATM","MINT0533",40,37,0.9250,3,0.0750,1,0,1,0,0,0,1
"MintATM","MINT0537",2,1,0.5000,1,0.5000,0,0,1,0,0,0,0
"MintATM","MINT0540",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0542",9,8,0.8888,1,0.1111,1,0,0,0,0,0,0
"MintATM","MINT0546",8,8,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0548",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0550",53,49,0.9245,4,0.0754,1,0,1,0,0,0,2
"MintATM","MINT0554",40,37,0.9250,3,0.0750,0,2,0,0,0,0,1
"MintATM","MINT0556",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0561",5,4,0.8000,1,0.2000,0,1,0,0,0,0,0
"MintATM","MINT0562",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0563",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0564",11,11,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0567",20,18,0.9000,2,0.1000,2,0,0,0,0,0,0
"MintATM","MINT0569",7,7,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0570",9,9,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0572",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0574",8,7,0.8750,1,0.1250,1,0,0,0,0,0,0
"MintATM","MINT0577",8,7,0.8750,1,0.1250,0,0,0,0,0,0,1
"MintATM","MINT0579",5,5,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0581",3,3,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0582",5,5,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0583",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0585",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0586",7,7,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0588",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0589",13,12,0.9230,1,0.0769,1,0,0,0,0,0,0
"MintATM","MINT0590",2,0,0.0000,2,1.0000,1,0,0,0,0,0,1
"MintATM","MINT0591",46,40,0.8695,6,0.1304,1,0,0,0,0,0,5
"MintATM","MINT0592",7,6,0.8571,1,0.1428,0,0,0,0,0,0,1
"MintATM","MINT0593",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0594",8,7,0.8750,1,0.1250,0,0,0,0,0,0,1
"MintATM","MINT0595",12,11,0.9166,1,0.0833,0,0,0,0,0,0,1
"MintATM","MINT0596",17,16,0.9411,1,0.0588,0,0,0,0,0,0,1
"MintATM","MINT0598",36,34,0.9444,2,0.0555,0,0,0,0,0,0,2
"MintATM","MINT0609",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0610",4,3,0.7500,1,0.2500,1,0,0,0,0,0,0
"MintATM","MINT0705",5,5,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0711",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0712",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0728",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0901",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0903",3,2,0.6666,1,0.3333,0,0,0,0,0,0,1
"MintATM","MINT0906",2,1,0.5000,1,0.5000,1,0,0,0,0,0,0
"MintATM","MINT0908",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0910",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0912",16,15,0.9375,1,0.0625,0,0,0,0,0,0,1
"MintATM","MINT0913",27,17,0.6296,10,0.3703,9,0,1,0,0,0,0
"MintATM","MINT0916",10,10,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0917",5,4,0.8000,1,0.2000,1,0,0,0,0,0,0
"MintATM","MINT0919",21,21,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT0922",14,13,0.9285,1,0.0714,1,0,0,0,0,0,0
"MintATM","MINT1014",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT1015",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT1050",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT1061",6,5,0.8333,1,0.1666,0,0,1,0,0,0,0
"MintATM","MINT1062",4,4,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT1063",20,19,0.9500,1,0.0500,1,0,0,0,0,0,0
"MintATM","MINT1066",7,6,0.8571,1,0.1428,1,0,0,0,0,0,0
"MintATM","MINT1070",5,5,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT1071",1,0,0.0000,1,1.0000,1,0,0,0,0,0,0
"MintATM","MINT1072",2,2,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT1074",3,3,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT1075",17,15,0.8823,2,0.1176,1,0,0,0,0,0,1
"MintATM","MINT1076",14,9,0.6428,5,0.3571,1,0,0,0,0,0,4
"MintATM","MINT1077",4,2,0.5000,2,0.5000,0,0,2,0,0,0,0
"MintATM","MINT1078",1,1,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT3000",9,9,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINT3001",10,8,0.8000,2,0.2000,2,0,0,0,0,0,0
"MintATM","MINTHI21",14,12,0.8571,2,0.1428,2,0,0,0,0,0,0
"MintATM","MINTHI31",42,38,0.9047,4,0.0952,2,0,1,0,0,0,1
"MintATM","MINTHI41",7,7,1.0000,0,0.0000,0,0,0,0,0,0,0
"MintATM","MINTHI51",16,11,0.6875,5,0.3125,0,0,1,0,0,0,4
"MintATM","TNS5GBZ3",15,9,0.6000,6,0.4000,4,1,0,0,0,0,1
"MintATM","TNS5GBZ4",7,7,1.0000,0,0.0000,0,0,0,0,0,0,0
