"RocketReports","MINT0009",34,8683,8728,3020.0000,76.5000,28,2,0,1,3,0,0,0.0000,"20210711"
"RocketReports","MINT0014",1,617,618,60.0000,2.0000,1,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0025",4,5430,5434,180.0000,14.0000,3,1,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0026",0,2047,2048,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0027",1,6888,6888,200.0000,3.5000,1,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0028",5,9904,9908,1080.0000,19.0000,2,1,1,1,0,0,0,0.0000,"20210711"
"RocketReports","MINT0032",9,5599,5608,1280.0000,20.2500,7,2,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0034",7,6637,6643,640.0000,15.7500,7,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0037",8,2307,2316,380.0000,28.0000,8,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0041",2,1756,1757,240.0000,4.5000,2,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0042",20,4429,4454,2620.0000,70.0000,15,3,1,1,0,0,0,0.0000,"20210711"
"RocketReports","MINT0044",1,1929,1929,40.0000,3.0000,1,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0049",4,8730,8733,380.0000,15.0000,3,0,0,0,1,0,0,0.0000,"20210711"
"RocketReports","MINT0050",4,6068,6071,660.0000,12.0000,3,0,0,1,0,0,0,0.0000,"20210711"
"RocketReports","MINT0053",2,7930,7931,60.0000,3.5000,2,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0054",2,5227,5228,140.0000,7.5000,2,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0058",3,9215,9217,100.0000,6.0000,3,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0059",2,1494,1495,60.0000,5.5000,2,0,0,0,0,0,0,0.0000,"20210711"
"RocketReports","MINT0062",28,3480,3508,2600.0000,98.0000,25,1,2,0,0,0,0,0.0000,"20210711"
